Station Name,LID,Modes of Transports
"Penny-Markt, Ottweiler","A=1@O=Penny-Markt, Ottweiler@X=7174543@Y=49395698@U=80@L=33886@",128
Wiebelskirchen,A=1@O=Wiebelskirchen@X=7175666@Y=49371140@U=80@L=8006392@,8
"Schafbrücker Mühle, Ottweiler","A=1@O=Schafbrücker Mühle, Ottweiler@X=7176125@Y=49386556@U=80@L=33811@",128
"Bahnhof, Wiebelskirchen Neunkirchen","A=1@O=Bahnhof, Wiebelskirchen Neunkirchen@X=7176152@Y=49371616@U=80@L=30700@",648
Neunkirchen (Saar) Hbf,A=1@O=Neunkirchen (Saar) Hbf@X=7176655@Y=49353296@U=80@L=8000272@,8
"Hauptbahnhof (Vorplatz), Neunkirchen","A=1@O=Hauptbahnhof (Vorplatz), Neunkirchen@X=7177653@Y=49353197@U=80@L=30000@",640
"Tunnelstr., Wiebelskirchen Neunkirchen","A=1@O=Tunnelstr., Wiebelskirchen Neunkirchen@X=7177689@Y=49374007@U=80@L=30715@",640
"Heisenbergstr., Ottweiler","A=1@O=Heisenbergstr., Ottweiler@X=7178201@Y=49401631@U=80@L=33852@",128
"Hauptbahnhof (Brücke), Neunkirchen","A=1@O=Hauptbahnhof (Brücke), Neunkirchen@X=7178291@Y=49353449@U=80@L=30019@",136
"Wellesweilerstr., Neunkirchen","A=1@O=Wellesweilerstr., Neunkirchen@X=7178803@Y=49351750@U=80@L=30052@",128
"Ottweilerstr., Wiebelskirchen Neunkirchen","A=1@O=Ottweilerstr., Wiebelskirchen Neunkirchen@X=7179010@Y=49378250@U=80@L=30713@",640
"Nahebahnschacht, Neunkirchen","A=1@O=Nahebahnschacht, Neunkirchen@X=7179630@Y=49357332@U=80@L=30020@",128
"Kuchenberg, Wiebelskirchen Neunkirchen","A=1@O=Kuchenberg, Wiebelskirchen Neunkirchen@X=7180835@Y=49361162@U=80@L=30709@",640
"Keplerstr., Wiebelskirchen Neunkirchen","A=1@O=Keplerstr., Wiebelskirchen Neunkirchen@X=7181257@Y=49371814@U=80@L=30708@",640
"Geßbachstr., Neunkirchen","A=1@O=Geßbachstr., Neunkirchen@X=7181338@Y=49354447@U=80@L=30077@",128
"Adlersbergstr., Wiebelskirchen Neunkirchen","A=1@O=Adlersbergstr., Wiebelskirchen Neunkirchen@X=7181869@Y=49376515@U=80@L=30704@",640
"Haus Neumünster, Ottweiler","A=1@O=Haus Neumünster, Ottweiler@X=7181869@Y=49397874@U=80@L=33887@",128
"Ziehwaldstr., Neunkirchen","A=1@O=Ziehwaldstr., Neunkirchen@X=7182831@Y=49357107@U=80@L=30073@",128
"Mozartstr., Neunkirchen","A=1@O=Mozartstr., Neunkirchen@X=7183064@Y=49351202@U=80@L=30092@",128
"M.-Chagall-Str., Ottweiler","A=1@O=M.-Chagall-Str., Ottweiler@X=7183442@Y=49399635@U=80@L=33863@",128
"Güterbahnhof, Neunkirchen","A=1@O=Güterbahnhof, Neunkirchen@X=7183478@Y=49353116@U=80@L=30031@",128
"Mozartbrücke, Neunkirchen","A=1@O=Mozartbrücke, Neunkirchen@X=7183846@Y=49350599@U=80@L=30013@",128
"Betzelhübel, Ottweiler","A=1@O=Betzelhübel, Ottweiler@X=7184736@Y=49397901@U=80@L=33842@",128
"Lessingstr., Wiebelskirchen Neunkirchen","A=1@O=Lessingstr., Wiebelskirchen Neunkirchen@X=7184898@Y=49364928@U=80@L=30716@",640
"Wibilohaus, Wiebelskirchen Neunkirchen","A=1@O=Wibilohaus, Wiebelskirchen Neunkirchen@X=7185509@Y=49372057@U=80@L=30701@",640
"Bodelschwinghstr., Wiebelskirchen Neunkirchen","A=1@O=Bodelschwinghstr., Wiebelskirchen Neunkirchen@X=7185653@Y=49376290@U=80@L=30736@",640
"Steinbacher Str., Wiebelskirchen Neunkirchen","A=1@O=Steinbacher Str., Wiebelskirchen Neunkirchen@X=7185734@Y=49374574@U=80@L=30714@",640
"Prälat-Schütz-Str., Wiebelskirchen Neunkirchen","A=1@O=Prälat-Schütz-Str., Wiebelskirchen Neunkirchen@X=7185779@Y=49366609@U=80@L=30703@",640
"Jägermeisterpfad, Neunkirchen","A=1@O=Jägermeisterpfad, Neunkirchen@X=7185806@Y=49355930@U=80@L=30084@",128
"Wibilostr., Wiebelskirchen Neunkirchen","A=1@O=Wibilostr., Wiebelskirchen Neunkirchen@X=7186534@Y=49374160@U=80@L=30720@",640
"Forsthaus, Neunkirchen","A=1@O=Forsthaus, Neunkirchen@X=7186930@Y=49356676@U=80@L=30064@",128
"Karl-Marx-Str., Wiebelskirchen Neunkirchen","A=1@O=Karl-Marx-Str., Wiebelskirchen Neunkirchen@X=7186957@Y=49368910@U=80@L=30707@",640
"Lämmerhof, Neunkirchen","A=1@O=Lämmerhof, Neunkirchen@X=7187370@Y=49352820@U=80@L=30038@",128
"Maximilian-Kolbe-Schule, Wiebelskirchen Neunk.","A=1@O=Maximilian-Kolbe-Schule, Wiebelskirchen Neunk.@X=7187415@Y=49366501@U=80@L=30726@",640
"Am Enkerberg, Wiebelskirchen Neunkirchen","A=1@O=Am Enkerberg, Wiebelskirchen Neunkirchen@X=7187784@Y=49377090@U=80@L=30735@",640
"Ohlenbachhalle, Wiebelskirchen Neunkirchen","A=1@O=Ohlenbachhalle, Wiebelskirchen Neunkirchen@X=7188305@Y=49371634@U=80@L=30727@",512
"Betriebshof NVG, Neunkirchen","A=1@O=Betriebshof NVG, Neunkirchen@X=7189312@Y=49352002@U=80@L=30022@",128
"Hyazinthenweg, Wiebelskirchen Neunkirchen","A=1@O=Hyazinthenweg, Wiebelskirchen Neunkirchen@X=7189743@Y=49378151@U=80@L=30734@",640
"In der Ohlenbach, Wiebelskirchen Neunkirchen","A=1@O=In der Ohlenbach, Wiebelskirchen Neunkirchen@X=7190049@Y=49369135@U=80@L=30725@",640
"Steinbacher Berg, Wiebelskirchen Neunkirchen","A=1@O=Steinbacher Berg, Wiebelskirchen Neunkirchen@X=7191155@Y=49379194@U=80@L=30733@",640
"Lortzingstr., Wiebelskirchen Neunkirchen","A=1@O=Lortzingstr., Wiebelskirchen Neunkirchen@X=7192197@Y=49370205@U=80@L=30728@",640
"Biedersberg, Neunkirchen","A=1@O=Biedersberg, Neunkirchen@X=7192431@Y=49354564@U=80@L=30059@",128
"Forsthausstr., Wiebelskirchen Neunkirchen","A=1@O=Forsthausstr., Wiebelskirchen Neunkirchen@X=7193267@Y=49369207@U=80@L=30732@",640
"Schlachthof, Neunkirchen","A=1@O=Schlachthof, Neunkirchen@X=7194238@Y=49350608@U=80@L=30044@",128
"Im Eichenwäldchen, Ottweiler","A=1@O=Im Eichenwäldchen, Ottweiler@X=7194580@Y=49412121@U=80@L=33801@",128
"Ostertalstr., Wiebelskirchen Neunkirchen","A=1@O=Ostertalstr., Wiebelskirchen Neunkirchen@X=7194984@Y=49375454@U=80@L=30702@",640
"Erlenweg, Wiebelskirchen Neunkirchen","A=1@O=Erlenweg, Wiebelskirchen Neunkirchen@X=7196485@Y=49368011@U=80@L=30731@",640
"Kastanienweg, Wiebelskirchen Neunkirchen","A=1@O=Kastanienweg, Wiebelskirchen Neunkirchen@X=7198184@Y=49369306@U=80@L=30723@",640
"Zedernweg, Wiebelskirchen Neunkirchen","A=1@O=Zedernweg, Wiebelskirchen Neunkirchen@X=7198418@Y=49366582@U=80@L=30730@",640
"Eberspächer, Neunkirchen","A=1@O=Eberspächer, Neunkirchen@X=7200467@Y=49352496@U=80@L=30024@",128
"Bliesmühle, Neunkirchen","A=1@O=Bliesmühle, Neunkirchen@X=7201187@Y=49350914@U=80@L=30023@",640
"Bexbacher Str., Wiebelskirchen Neunkirchen","A=1@O=Bexbacher Str., Wiebelskirchen Neunkirchen@X=7201690@Y=49367598@U=80@L=30729@",640
"Milchhof, Neunkirchen","A=1@O=Milchhof, Neunkirchen@X=7204773@Y=49353287@U=80@L=30040@",128
"Bliesstr., Neunkirchen","A=1@O=Bliesstr., Neunkirchen@X=7205960@Y=49352011@U=80@L=30060@",640
"Kirchenwies, Hangard Neunkirchen","A=1@O=Kirchenwies, Hangard Neunkirchen@X=7208027@Y=49377801@U=80@L=30801@",640
"Vogelsbach, Wiebelskirchen Neunkirchen","A=1@O=Vogelsbach, Wiebelskirchen Neunkirchen@X=7209259@Y=49370474@U=80@L=30740@",128
"Ortsmitte, Steinbach Ottweiler","A=1@O=Ortsmitte, Steinbach Ottweiler@X=7210032@Y=49406791@U=80@L=34003@",128
"Keller, Hangard Neunkirchen","A=1@O=Keller, Hangard Neunkirchen@X=7210104@Y=49388821@U=80@L=30803@",640
"Friedhof, Steinbach Ottweiler","A=1@O=Friedhof, Steinbach Ottweiler@X=7210113@Y=49409497@U=80@L=34004@",128
"Ortsmitte, Hangard Neunkirchen","A=1@O=Ortsmitte, Hangard Neunkirchen@X=7210383@Y=49382349@U=80@L=30802@",640
"Zollbahnhof, Wellesweiler Neunkirchen","A=1@O=Zollbahnhof, Wellesweiler Neunkirchen@X=7211165@Y=49353161@U=80@L=30126@",640
"Brücke, Hangard Neunkirchen","A=1@O=Brücke, Hangard Neunkirchen@X=7211407@Y=49381774@U=80@L=30807@",128
"In der Süßbach, Hangard Neunkirchen","A=1@O=In der Süßbach, Hangard Neunkirchen@X=7212369@Y=49385010@U=80@L=30804@",640
"Ostertalstr., Steinbach Ottweiler","A=1@O=Ostertalstr., Steinbach Ottweiler@X=7212801@Y=49404085@U=80@L=34002@",128
"Wetschhauser Hof, Fürth Ottweiler","A=1@O=Wetschhauser Hof, Fürth Ottweiler@X=7214904@Y=49424194@U=80@L=34301@",128
"Hanauer Mühle, Steinbach Ottweiler","A=1@O=Hanauer Mühle, Steinbach Ottweiler@X=7216181@Y=49395635@U=80@L=34001@",128
"Am Palmbaumstollen, Wellesweiler Neunkirchen","A=1@O=Am Palmbaumstollen, Wellesweiler Neunkirchen@X=7220145@Y=49356155@U=80@L=30135@",128
"Saarpor, Wellesweiler Neunkirchen","A=1@O=Saarpor, Wellesweiler Neunkirchen@X=7220190@Y=49354555@U=80@L=30123@",640
"Aldi, Wellesweiler Neunkirchen","A=1@O=Aldi, Wellesweiler Neunkirchen@X=7220271@Y=49351121@U=80@L=30120@",640
"Alte Schmiede, Wellesweiler Neunkirchen","A=1@O=Alte Schmiede, Wellesweiler Neunkirchen@X=7224352@Y=49355013@U=80@L=30121@",640
"Friedhof, Wellesweiler Neunkirchen","A=1@O=Friedhof, Wellesweiler Neunkirchen@X=7230464@Y=49351067@U=80@L=30105@",640
"Butterpfad, Fürth Ottweiler","A=1@O=Butterpfad, Fürth Ottweiler@X=7231004@Y=49426594@U=80@L=34101@",128
"Auf der Nill, Dörrenbach St. Wendel","A=1@O=Auf der Nill, Dörrenbach St. Wendel@X=7233305@Y=49431080@U=80@L=9200218@",512
"Zum Tal, Dörrenbach St. Wendel","A=1@O=Zum Tal, Dörrenbach St. Wendel@X=7233799@Y=49432824@U=80@L=9200222@",512
"Pfarrer-Engel-Straße, Dörrenbach St. Wendel","A=1@O=Pfarrer-Engel-Straße, Dörrenbach St. Wendel@X=7234860@Y=49432608@U=80@L=9200219@",512
"Kirche, Fürth Ottweiler","A=1@O=Kirche, Fürth Ottweiler@X=7235462@Y=49418791@U=80@L=34104@",128
"Folienwerk, Wellesweiler Neunkirchen","A=1@O=Folienwerk, Wellesweiler Neunkirchen@X=7236245@Y=49354582@U=80@L=30104@",640
"Barbarasiedlung, Wellesweiler Neunkirchen","A=1@O=Barbarasiedlung, Wellesweiler Neunkirchen@X=7236478@Y=49359328@U=80@L=30109@",512
"Post, Fürth Ottweiler","A=1@O=Post, Fürth Ottweiler@X=7236730@Y=49423025@U=80@L=34103@",128
"Lautenbacher Str., Dörrenbach St.Wendel","A=1@O=Lautenbacher Str., Dörrenbach St.Wendel@X=7236793@Y=49433246@U=80@L=60301@",128
"Schule, Fürth Ottweiler","A=1@O=Schule, Fürth Ottweiler@X=7238923@Y=49422971@U=80@L=34105@",128
"Abzw Barbarasiedl., Wellesweiler Neunkirchen","A=1@O=Abzw Barbarasiedl., Wellesweiler Neunkirchen@X=7239472@Y=49355993@U=80@L=30111@",640
"Friedhof, Dörrenbach St. Wendel","A=1@O=Friedhof, Dörrenbach St. Wendel@X=7239651@Y=49431313@U=80@L=9200220@",512
"Industriering, Wellesweiler Neunkirchen","A=1@O=Industriering, Wellesweiler Neunkirchen@X=7240101@Y=49350842@U=80@L=30116@",640
"Kraftwerk, Bexbach","A=1@O=Kraftwerk, Bexbach@X=7241108@Y=49356874@U=80@L=51403@",640
"Kraftwerk Parkplatz, Bexbach","A=1@O=Kraftwerk Parkplatz, Bexbach@X=7242043@Y=49358033@U=80@L=51427@",640
"Eichelthaler Mühle, Münchwies Neunkirchen","A=1@O=Eichelthaler Mühle, Münchwies Neunkirchen@X=7242357@Y=49403321@U=80@L=30903@",640
"Lautenbacher Str., Fürth Ottweiler","A=1@O=Lautenbacher Str., Fürth Ottweiler@X=7242447@Y=49422189@U=80@L=34108@",128
"Grubenstr., Bexbach","A=1@O=Grubenstr., Bexbach@X=7243130@Y=49356595@U=80@L=51413@",640
"Schule, Münchwies Neunkirchen","A=1@O=Schule, Münchwies Neunkirchen@X=7244371@Y=49394143@U=80@L=30902@",640
"Kirche, Münchwies Neunkirchen","A=1@O=Kirche, Münchwies Neunkirchen@X=7244586@Y=49396130@U=80@L=30905@",640
"Turmstr., Münchwies Neunkirchen","A=1@O=Turmstr., Münchwies Neunkirchen@X=7245351@Y=49394835@U=80@L=30906@",640
Friedhof Baltersweiler,A=1@O=Friedhof Baltersweiler@X=7160124@Y=49491442@U=80@L=9200230@,512
"Kirche, Baltersweiler Namborn","A=1@O=Kirche, Baltersweiler Namborn@X=7160160@Y=49498157@U=80@L=63802@",128
"Schulstraße 20, St. Wendel","A=1@O=Schulstraße 20, St. Wendel@X=7160295@Y=49472987@U=80@L=9200044@",512
"Breitener Straße 33, St. Wendel","A=1@O=Breitener Straße 33, St. Wendel@X=7160385@Y=49470291@U=80@L=9200060@",512
"Globus, St.Wendel","A=1@O=Globus, St.Wendel@X=7160474@Y=49466749@U=80@L=60006@",128
"Bahnhof, Hofeld Namborn","A=1@O=Bahnhof, Hofeld Namborn@X=7160618@Y=49512720@U=80@L=64400@",128
"Unterer Härling 1, St. Wendel","A=1@O=Unterer Härling 1, St. Wendel@X=7160645@Y=49467153@U=80@L=9200067@",512
"Mühlwies, Alsfassen St.Wendel","A=1@O=Mühlwies, Alsfassen St.Wendel@X=7160942@Y=49475486@U=80@L=60001@",128
"Auf der Pitschwiese 2, St.Wendel","A=1@O=Auf der Pitschwiese 2, St.Wendel@X=7161023@Y=49471037@U=80@L=60055@",512
"Auf dem Hügel 21, St. Wendel","A=1@O=Auf dem Hügel 21, St. Wendel@X=7161023@Y=49474327@U=80@L=9200047@",512
"Bungertstraße 41, St. Wendel","A=1@O=Bungertstraße 41, St. Wendel@X=7161077@Y=49469607@U=80@L=9200093@",512
Mauschbacher Str. Baltersweiler,A=1@O=Mauschbacher Str. Baltersweiler@X=7161427@Y=49496512@U=80@L=9200233@,512
"Ziegeleistr., St.Wendel","A=1@O=Ziegeleistr., St.Wendel@X=7161454@Y=49462416@U=80@L=60046@",128
"Im Falkenbösch 1, St.Wendel","A=1@O=Im Falkenbösch 1, St.Wendel@X=7161490@Y=49475073@U=80@L=60035@",512
"Auf dem Hügel 4, St. Wendel","A=1@O=Auf dem Hügel 4, St. Wendel@X=7161526@Y=49473563@U=80@L=9200048@",512
"Kirche St.Anna, St.Wendel","A=1@O=Kirche St.Anna, St.Wendel@X=7162155@Y=49472169@U=80@L=60003@",128
"Im Gässchen, St. Wendel","A=1@O=Im Gässchen, St. Wendel@X=7162218@Y=49474282@U=80@L=9200041@",512
"Bungertstraße 25, St. Wendel","A=1@O=Bungertstraße 25, St. Wendel@X=7162218@Y=49468771@U=80@L=9200094@",512
"Schulstraße 4, St. Wendel","A=1@O=Schulstraße 4, St. Wendel@X=7162515@Y=49473635@U=80@L=9200049@",512
Sandhübel Hofeld,A=1@O=Sandhübel Hofeld@X=7162614@Y=49512558@U=80@L=9200353@,512
Kirchstr. Baltersweiler,A=1@O=Kirchstr. Baltersweiler@X=7162902@Y=49499551@U=80@L=9200231@,512
"Alte Schule, Niederlinxweiler St.Wendel","A=1@O=Alte Schule, Niederlinxweiler St.Wendel@X=7163027@Y=49434118@U=80@L=60806@",128
"Friedhofstr., Baltersweiler Namborn","A=1@O=Friedhofstr., Baltersweiler Namborn@X=7163054@Y=49491919@U=80@L=63805@",128
"Globus Ost, St.Wendel","A=1@O=Globus Ost, St.Wendel@X=7163279@Y=49465607@U=80@L=60047@",128
"Funk, Baltersweiler Namborn","A=1@O=Funk, Baltersweiler Namborn@X=7163351@Y=49495173@U=80@L=63801@",128
In der Sang 3 Hofeld,A=1@O=In der Sang 3 Hofeld@X=7163522@Y=49511875@U=80@L=9200352@,512
St. Wendeler Straße 28 Baltersweiler,A=1@O=St. Wendeler Straße 28 Baltersweiler@X=7163531@Y=49493510@U=80@L=9200236@,512
"Kelsweilerstraße 77, St. Wendel","A=1@O=Kelsweilerstraße 77, St. Wendel@X=7163648@Y=49472978@U=80@L=9200050@",512
"Ortsmitte, Baltersweiler Namborn","A=1@O=Ortsmitte, Baltersweiler Namborn@X=7163800@Y=49495236@U=80@L=63803@",128
St. Wendeler Straße 83 Baltersweiler,A=1@O=St. Wendeler Straße 83 Baltersweiler@X=7163818@Y=49496944@U=80@L=9200237@,512
"Annen-Apotheke, St.Wendel","A=1@O=Annen-Apotheke, St.Wendel@X=7164151@Y=49469338@U=80@L=60034@",128
Furschweilerstr. Hofeld,A=1@O=Furschweilerstr. Hofeld@X=7164277@Y=49514023@U=80@L=9200350@,512
"Schimmelbach, Baltersweiler Namborn","A=1@O=Schimmelbach, Baltersweiler Namborn@X=7164547@Y=49498148@U=80@L=63806@",128
"Abzweig Mauschbach, Hofeld Namborn","A=1@O=Abzweig Mauschbach, Hofeld Namborn@X=7164556@Y=49503811@U=80@L=64405@",128
"Kelsweilerstraße Felsenmühle, St. Wendel","A=1@O=Kelsweilerstraße Felsenmühle, St. Wendel@X=7165050@Y=49472511@U=80@L=9200051@",512
Roschberger Str. 8 Baltersweiler,A=1@O=Roschberger Str. 8 Baltersweiler@X=7165203@Y=49495811@U=80@L=9200234@,512
St. Wendel,A=1@O=St. Wendel@X=7165284@Y=49466956@U=80@L=8005659@,8
"ZOB, St.Wendel","A=1@O=ZOB, St.Wendel@X=7165410@Y=49465994@U=80@L=60000@",136
Bahnhof Baltersweiler,A=1@O=Bahnhof Baltersweiler@X=7166272@Y=49493824@U=80@L=9200229@,512
Baltersweiler,A=1@O=Baltersweiler@X=7166533@Y=49493779@U=80@L=8000792@,8
Nachtigallenweg 7 Baltersweiler,A=1@O=Nachtigallenweg 7 Baltersweiler@X=7166677@Y=49497771@U=80@L=9200242@,512
Akazienweg 7 Baltersweiler,A=1@O=Akazienweg 7 Baltersweiler@X=7166722@Y=49494948@U=80@L=9200228@,512
"Kelsweilerstraße 43, St. Wendel","A=1@O=Kelsweilerstraße 43, St. Wendel@X=7166731@Y=49471684@U=80@L=9200052@",512
"Georg-Wolf-Straße 50, St. Wendel","A=1@O=Georg-Wolf-Straße 50, St. Wendel@X=7166794@Y=49455629@U=80@L=9200127@",512
"Guteborn, St. Wendel","A=1@O=Guteborn, St. Wendel@X=7166929@Y=49473302@U=80@L=9200092@",512
Roschberger Str. 26 Baltersweiler,A=1@O=Roschberger Str. 26 Baltersweiler@X=7167135@Y=49497070@U=80@L=9200244@,512
"Mommstr., St.Wendel","A=1@O=Mommstr., St.Wendel@X=7167468@Y=49470318@U=80@L=60004@",128
"Bornerhof, Furschweiler Namborn","A=1@O=Bornerhof, Furschweiler Namborn@X=7167468@Y=49507164@U=80@L=64002@",128
"Parkstraße, St. Wendel","A=1@O=Parkstraße, St. Wendel@X=7167639@Y=49464277@U=80@L=9200114@",512
"Georg-Wolf-Straße 26, St. Wendel","A=1@O=Georg-Wolf-Straße 26, St. Wendel@X=7167801@Y=49457733@U=80@L=9200126@",512
"Parkstraße 7, St. Wendel","A=1@O=Parkstraße 7, St. Wendel@X=7167846@Y=49466021@U=80@L=9200113@",512
"Mia-Münster-Straße, St. Wendel","A=1@O=Mia-Münster-Straße, St. Wendel@X=7167944@Y=49468016@U=80@L=9200098@",512
Auf der Rötz 14 Baltersweiler,A=1@O=Auf der Rötz 14 Baltersweiler@X=7168106@Y=49497159@U=80@L=9200241@,512
"Brühlstraße, St. Wendel","A=1@O=Brühlstraße, St. Wendel@X=7168187@Y=49468852@U=80@L=9200097@",512
Roschberger Str. 23 Baltersweiler,A=1@O=Roschberger Str. 23 Baltersweiler@X=7168277@Y=49498822@U=80@L=9200243@,512
"Werkstr., St.Wendel","A=1@O=Werkstr., St.Wendel@X=7168547@Y=49462713@U=80@L=60033@",128
"Am Schlaufenglan 44, St. Wendel","A=1@O=Am Schlaufenglan 44, St. Wendel@X=7168574@Y=49455890@U=80@L=9200128@",512
Ahornweg 5 Baltersweiler,A=1@O=Ahornweg 5 Baltersweiler@X=7168637@Y=49497807@U=80@L=9200227@,512
"Abzw Kelsweilerstr., St.Wendel","A=1@O=Abzw Kelsweilerstr., St.Wendel@X=7169050@Y=49469634@U=80@L=60028@",128
"Schillerstraße 7, St. Wendel","A=1@O=Schillerstraße 7, St. Wendel@X=7169095@Y=49464807@U=80@L=9200116@",512
"Josef-Bruch-Str 35., St.Wendel","A=1@O=Josef-Bruch-Str 35., St.Wendel@X=7169275@Y=49461418@U=80@L=60064@",512
Bornerhof 28 Furschweiler,A=1@O=Bornerhof 28 Furschweiler@X=7169796@Y=49508594@U=80@L=9200279@,512
"Alter Woog 2-4, St. Wendel","A=1@O=Alter Woog 2-4, St. Wendel@X=7169949@Y=49469266@U=80@L=9200099@",512
"Rathaus, St.Wendel","A=1@O=Rathaus, St.Wendel@X=7169967@Y=49466992@U=80@L=60032@",128
"Beethovenstraße 5, St. Wendel","A=1@O=Beethovenstraße 5, St. Wendel@X=7170021@Y=49465931@U=80@L=9200115@",512
"Georg-Wolf-Straße 19, St. Wendel","A=1@O=Georg-Wolf-Straße 19, St. Wendel@X=7170138@Y=49459009@U=80@L=9200125@",512
"Ev. Kirche, St.Wendel","A=1@O=Ev. Kirche, St.Wendel@X=7170210@Y=49466803@U=80@L=60011@",128
"Josef-Bruch-Str. 12, St. Wendel","A=1@O=Josef-Bruch-Str. 12, St. Wendel@X=7170210@Y=49462605@U=80@L=9200112@",512
"Beethovenstr. 18, St.Wendel","A=1@O=Beethovenstr. 18, St.Wendel@X=7170381@Y=49464385@U=80@L=60020@",128
"Berzbergstr., St.Wendel","A=1@O=Berzbergstr., St.Wendel@X=7170569@Y=49457400@U=80@L=60060@",512
"Boschstraße, St. Wendel","A=1@O=Boschstraße, St. Wendel@X=7170794@Y=49458461@U=80@L=9200130@",512
"Marie-Lauer-Straße, St. Wendel","A=1@O=Marie-Lauer-Straße, St. Wendel@X=7171450@Y=49461697@U=80@L=9200117@",512
"Jahnstraße, St. Wendel","A=1@O=Jahnstraße, St. Wendel@X=7171585@Y=49471270@U=80@L=9200096@",512
"Obertreisschule, St.Wendel","A=1@O=Obertreisschule, St.Wendel@X=7171711@Y=49464169@U=80@L=60025@",128
"Riottestr. (Ecke Schmollstr.), St.Wendel","A=1@O=Riottestr. (Ecke Schmollstr.), St.Wendel@X=7171891@Y=49460196@U=80@L=60063@",512
"Riottestraße 19, St. Wendel","A=1@O=Riottestraße 19, St. Wendel@X=7172169@Y=49461023@U=80@L=9200118@",512
"Alfred-Friedrich-Str. 34, St.Wendel","A=1@O=Alfred-Friedrich-Str. 34, St.Wendel@X=7172385@Y=49458614@U=80@L=60061@",512
"Gymnasialstraße, St. Wendel","A=1@O=Gymnasialstraße, St. Wendel@X=7172430@Y=49465796@U=80@L=9200138@",512
"Eisenbacher Hof, Urweiler St. Wendel","A=1@O=Eisenbacher Hof, Urweiler St. Wendel@X=7172538@Y=49478803@U=80@L=9200145@",512
"Am Schlaufenglan 33, St.Wendel","A=1@O=Am Schlaufenglan 33, St.Wendel@X=7172547@Y=49457229@U=80@L=60058@",512
"Marienstraße 16, St. Wendel","A=1@O=Marienstraße 16, St. Wendel@X=7172673@Y=49468565@U=80@L=9200103@",512
"Wingertstraße, St. Wendel","A=1@O=Wingertstraße, St. Wendel@X=7172718@Y=49472601@U=80@L=9200095@",512
"Julius-Bettinger-Straße, St. Wendel","A=1@O=Julius-Bettinger-Straße, St. Wendel@X=7172727@Y=49465095@U=80@L=9200139@",512
"Max-Müller-Straße 22, St. Wendel","A=1@O=Max-Müller-Straße 22, St. Wendel@X=7172772@Y=49460367@U=80@L=9200121@",512
"Marienstraße 15, St. Wendel","A=1@O=Marienstraße 15, St. Wendel@X=7173581@Y=49469248@U=80@L=9200102@",512
"Cusanusstraße 22, St. Wendel","A=1@O=Cusanusstraße 22, St. Wendel@X=7173599@Y=49461221@U=80@L=9200122@",512
"Alfred-Friedrich-Str. 22, St. Wendel","A=1@O=Alfred-Friedrich-Str. 22, St. Wendel@X=7173617@Y=49459881@U=80@L=9200123@",512
"Schorlemerstraße, St. Wendel","A=1@O=Schorlemerstraße, St. Wendel@X=7173653@Y=49463863@U=80@L=9200137@",512
"Am Schlaufenglan 15, St. Wendel","A=1@O=Am Schlaufenglan 15, St. Wendel@X=7173823@Y=49458281@U=80@L=9200124@",512
Freisener Str. 10 Furschweiler,A=1@O=Freisener Str. 10 Furschweiler@X=7173940@Y=49512108@U=80@L=9200280@,512
"Wendalinusstraße, St. Wendel","A=1@O=Wendalinusstraße, St. Wendel@X=7174138@Y=49467171@U=80@L=9200107@",512
"Balduinstraße 49, St. Wendel","A=1@O=Balduinstraße 49, St. Wendel@X=7174192@Y=49467819@U=80@L=9200104@",512
"Jahnstr., St.Wendel","A=1@O=Jahnstr., St.Wendel@X=7174534@Y=49471486@U=80@L=60012@",128
Freisener Str. 26 Furschweiler,A=1@O=Freisener Str. 26 Furschweiler@X=7174570@Y=49513762@U=80@L=9200283@,512
Hofelder Straße 8 Furschweiler,A=1@O=Hofelder Straße 8 Furschweiler@X=7174776@Y=49516666@U=80@L=9200285@,512
"Riottestraße 7, St. Wendel","A=1@O=Riottestraße 7, St. Wendel@X=7174803@Y=49461715@U=80@L=9200119@",512
"In der Reichswies, St. Wendel","A=1@O=In der Reichswies, St. Wendel@X=7174848@Y=49470713@U=80@L=9200101@",512
Freisener Straße 46 Furschweiler,A=1@O=Freisener Straße 46 Furschweiler@X=7174902@Y=49515246@U=80@L=9200282@,512
"Balduinstraße 59, St. Wendel","A=1@O=Balduinstraße 59, St. Wendel@X=7175046@Y=49467855@U=80@L=9200105@",512
"Max-Müller-Straße 7, St. Wendel","A=1@O=Max-Müller-Straße 7, St. Wendel@X=7175118@Y=49461014@U=80@L=9200120@",512
"Am Schlaufenglan 3, St.Wendel","A=1@O=Am Schlaufenglan 3, St.Wendel@X=7175253@Y=49460187@U=80@L=60049@",512
"Werschweilerstr., St.Wendel","A=1@O=Werschweilerstr., St.Wendel@X=7175450@Y=49466219@U=80@L=60013@",128
"Hauptstraße 6, Urweiler St. Wendel","A=1@O=Hauptstraße 6, Urweiler St. Wendel@X=7175828@Y=49473329@U=80@L=9200140@",512
"Finanzamt, St.Wendel","A=1@O=Finanzamt, St.Wendel@X=7175900@Y=49470255@U=80@L=60024@",128
"Urweilerstraße 6, St. Wendel","A=1@O=Urweilerstraße 6, St. Wendel@X=7175954@Y=49469023@U=80@L=9200106@",512
Waldparkplatz Baltersweiler,A=1@O=Waldparkplatz Baltersweiler@X=7176268@Y=49500485@U=80@L=9200235@,512
