Station Name,LID,Modes of Transports
"Alfred-Lippmann-Str., Rohrbach St.Ingbert","A=1@O=Alfred-Lippmann-Str., Rohrbach St.Ingbert@X=7160070@Y=49275171@U=80@L=57612@",128
"Spieser Mühle, Spiesen","A=1@O=Spieser Mühle, Spiesen@X=7160088@Y=49297770@U=80@L=35402@",128
"Am Mühlenwäldchen, Rohrbach St.Ingbert","A=1@O=Am Mühlenwäldchen, Rohrbach St.Ingbert@X=7160331@Y=49290138@U=80@L=57609@",640
"In der Kirchenallee 27, Spiesen","A=1@O=In der Kirchenallee 27, Spiesen@X=7160690@Y=49318211@U=80@L=9100045@",512
"Bahnhofstr., Rohrbach St.Ingbert","A=1@O=Bahnhofstr., Rohrbach St.Ingbert@X=7161158@Y=49281400@U=80@L=57626@",640
"Theodor-Jansen-Str., Rohrbach St.Ingbert","A=1@O=Theodor-Jansen-Str., Rohrbach St.Ingbert@X=7161310@Y=49277148@U=80@L=57625@",640
"Hackelborner Trift 2, Spiesen","A=1@O=Hackelborner Trift 2, Spiesen@X=7162155@Y=49312854@U=80@L=9100014@",512
"Kantstr., Hassel St.Ingbert","A=1@O=Kantstr., Hassel St.Ingbert@X=7162326@Y=49267027@U=80@L=57707@",128
"Saarstr., Hassel St.Ingbert","A=1@O=Saarstr., Hassel St.Ingbert@X=7162497@Y=49270451@U=80@L=57701@",128
"Kirchhofstr., Rohrbach St.Ingbert","A=1@O=Kirchhofstr., Rohrbach St.Ingbert@X=7162533@Y=49284672@U=80@L=57620@",640
"Uhlandstr./Hans-Sachs-Str. 2, Spiesen","A=1@O=Uhlandstr./Hans-Sachs-Str. 2, Spiesen@X=7162704@Y=49316611@U=80@L=9100053@",512
"Sebastianstr., Hassel St.Ingbert","A=1@O=Sebastianstr., Hassel St.Ingbert@X=7162973@Y=49269085@U=80@L=57712@",640
"Sinnerthaler Weg, Neunkirchen","A=1@O=Sinnerthaler Weg, Neunkirchen@X=7163126@Y=49346446@U=80@L=30069@",128
"Martin-Luther-Str., Spiesen","A=1@O=Martin-Luther-Str., Spiesen@X=7163414@Y=49318301@U=80@L=35410@",640
"Friedhof, Rohrbach St.Ingbert","A=1@O=Friedhof, Rohrbach St.Ingbert@X=7163800@Y=49287846@U=80@L=57607@",640
"Pestalozzistr., Rohrbach St.Ingbert","A=1@O=Pestalozzistr., Rohrbach St.Ingbert@X=7163926@Y=49279261@U=80@L=57624@",640
"Kirche, Rohrbach St.Ingbert","A=1@O=Kirche, Rohrbach St.Ingbert@X=7164340@Y=49283450@U=80@L=57604@",640
"Betzenhölle, Neunkirchen","A=1@O=Betzenhölle, Neunkirchen@X=7164825@Y=49340298@U=80@L=30058@",128
"Redener Str., Neunkirchen","A=1@O=Redener Str., Neunkirchen@X=7165041@Y=49348694@U=80@L=30003@",128
"Fichtenkopf, Rohrbach St.Ingbert","A=1@O=Fichtenkopf, Rohrbach St.Ingbert@X=7165149@Y=49291154@U=80@L=57628@",640
"Am Wrangelflöz, Neunkirchen","A=1@O=Am Wrangelflöz, Neunkirchen@X=7165787@Y=49337394@U=80@L=30131@",128
"Schlesierweg, Neunkirchen","A=1@O=Schlesierweg, Neunkirchen@X=7166326@Y=49328764@U=80@L=30055@",640
"Auf der Schanz, Hassel St.Ingbert","A=1@O=Auf der Schanz, Hassel St.Ingbert@X=7166632@Y=49267970@U=80@L=57711@",640
"Nordstr., Rohrbach St.Ingbert","A=1@O=Nordstr., Rohrbach St.Ingbert@X=7166848@Y=49289095@U=80@L=57619@",640
"Gemeinschaftsschule, Rohrbach St.Ingbert","A=1@O=Gemeinschaftsschule, Rohrbach St.Ingbert@X=7166893@Y=49286048@U=80@L=57613@",640
"Im Talgarten, Rohrbach St.Ingbert","A=1@O=Im Talgarten, Rohrbach St.Ingbert@X=7166920@Y=49281643@U=80@L=57605@",640
"Grube König, Neunkirchen","A=1@O=Grube König, Neunkirchen@X=7167567@Y=49340262@U=80@L=30074@",128
"CFK, Spiesen","A=1@O=CFK, Spiesen@X=7167684@Y=49309968@U=80@L=35416@",512
"Hüttenpark/Globus, Neunkirchen","A=1@O=Hüttenpark/Globus, Neunkirchen@X=7167873@Y=49344972@U=80@L=30076@",128
"Hochstr., Rohrbach St.Ingbert","A=1@O=Hochstr., Rohrbach St.Ingbert@X=7168079@Y=49278641@U=80@L=57623@",640
"WZB Beckerwald, Spiesen","A=1@O=WZB Beckerwald, Spiesen@X=7169329@Y=49318849@U=80@L=35414@",128
"Spieser Höhe, Neunkirchen","A=1@O=Spieser Höhe, Neunkirchen@X=7169724@Y=49326167@U=80@L=30043@",128
"Im Altseiterstal, Neunkirchen","A=1@O=Im Altseiterstal, Neunkirchen@X=7170282@Y=49329376@U=80@L=30065@",640
"Spieser Str., Neunkirchen","A=1@O=Spieser Str., Neunkirchen@X=7170372@Y=49332675@U=80@L=30007@",640
"Buchenstr., Rohrbach St.Ingbert","A=1@O=Buchenstr., Rohrbach St.Ingbert@X=7171145@Y=49287944@U=80@L=57615@",640
"Am Alten Forsthaus, Rohrbach St.Ingbert","A=1@O=Am Alten Forsthaus, Rohrbach St.Ingbert@X=7171270@Y=49279584@U=80@L=57621@",640
"Königsbahnstr., Neunkirchen","A=1@O=Königsbahnstr., Neunkirchen@X=7171864@Y=49340945@U=80@L=30078@",128
"Tannenweg, Rohrbach St.Ingbert","A=1@O=Tannenweg, Rohrbach St.Ingbert@X=7171963@Y=49285176@U=80@L=57614@",640
"Am Gneisenauflöz, Neunkirchen","A=1@O=Am Gneisenauflöz, Neunkirchen@X=7172151@Y=49339156@U=80@L=30075@",128
"Gottlieb-Stoll-Str., Rohrbach St.Ingbert","A=1@O=Gottlieb-Stoll-Str., Rohrbach St.Ingbert@X=7172565@Y=49277814@U=80@L=57622@",640
"Im Sand, Neunkirchen","A=1@O=Im Sand, Neunkirchen@X=7173949@Y=49332297@U=80@L=30066@",640
"Rodenheimweg, Neunkirchen","A=1@O=Rodenheimweg, Neunkirchen@X=7173994@Y=49335237@U=80@L=30021@",640
"Westspange, Neunkirchen","A=1@O=Westspange, Neunkirchen@X=7174183@Y=49341520@U=80@L=30072@",128
"Stummdenkmal, Neunkirchen","A=1@O=Stummdenkmal, Neunkirchen@X=7174327@Y=49348514@U=80@L=30050@",640
"Boxbergzentrum, Neunkirchen","A=1@O=Boxbergzentrum, Neunkirchen@X=7174641@Y=49344028@U=80@L=30061@",128
"Schaumbergring, Neunkirchen","A=1@O=Schaumbergring, Neunkirchen@X=7174731@Y=49328288@U=80@L=30042@",640
"Christuskirche, Neunkirchen","A=1@O=Christuskirche, Neunkirchen@X=7175361@Y=49346518@U=80@L=30062@",640
"Schlossstr., Neunkirchen","A=1@O=Schlossstr., Neunkirchen@X=7176017@Y=49337250@U=80@L=30008@",640
"Lindenallee, Neunkirchen","A=1@O=Lindenallee, Neunkirchen@X=7177095@Y=49348756@U=80@L=30005@",640
"Irrgartenstr., Neunkirchen","A=1@O=Irrgartenstr., Neunkirchen@X=7177275@Y=49342131@U=80@L=30067@",128
"Lutherstr., Neunkirchen","A=1@O=Lutherstr., Neunkirchen@X=7177725@Y=49347327@U=80@L=30086@",640
"Baumschulenweg, Neunkirchen","A=1@O=Baumschulenweg, Neunkirchen@X=7177743@Y=49330113@U=80@L=30057@",640
"Marienkirche, Neunkirchen","A=1@O=Marienkirche, Neunkirchen@X=7177994@Y=49345368@U=80@L=30039@",640
"Rathaus, Neunkirchen","A=1@O=Rathaus, Neunkirchen@X=7179334@Y=49342122@U=80@L=30068@",128
"Festo, Rohrbach St.Ingbert","A=1@O=Festo, Rohrbach St.Ingbert@X=7180260@Y=49277805@U=80@L=57610@",128
"Bürgerhaus, Neunkirchen","A=1@O=Bürgerhaus, Neunkirchen@X=7180296@Y=49346132@U=80@L=30093@",640
"Oberer Markt, Neunkirchen","A=1@O=Oberer Markt, Neunkirchen@X=7180439@Y=49342617@U=80@L=30009@",640
"Talstr., Neunkirchen","A=1@O=Talstr., Neunkirchen@X=7180970@Y=49340064@U=80@L=30049@",640
"Hermannstr., Neunkirchen","A=1@O=Hermannstr., Neunkirchen@X=7181015@Y=49332522@U=80@L=30032@",640
"Diakonie-Klinikum, Neunkirchen","A=1@O=Diakonie-Klinikum, Neunkirchen@X=7181824@Y=49341044@U=80@L=30056@",128
"Ellenfeld, Neunkirchen","A=1@O=Ellenfeld, Neunkirchen@X=7183208@Y=49338023@U=80@L=30045@",640
"Friedhofsweg, Neunkirchen","A=1@O=Friedhofsweg, Neunkirchen@X=7184413@Y=49336217@U=80@L=30029@",640
"Altenheim St.Vincenz, Neunkirchen","A=1@O=Altenheim St.Vincenz, Neunkirchen@X=7184781@Y=49334041@U=80@L=30095@",128
"Willi-Graf-Str., Neunkirchen","A=1@O=Willi-Graf-Str., Neunkirchen@X=7185294@Y=49344603@U=80@L=30053@",128
"Schule Haspelstr., Neunkirchen","A=1@O=Schule Haspelstr., Neunkirchen@X=7185509@Y=49340253@U=80@L=30010@",128
"Kirkeler Str., Neunkirchen","A=1@O=Kirkeler Str., Neunkirchen@X=7186103@Y=49329358@U=80@L=30016@",640
"Scheib, Neunkirchen","A=1@O=Scheib, Neunkirchen@X=7186381@Y=49334769@U=80@L=30015@",640
"Parallelstr., Neunkirchen","A=1@O=Parallelstr., Neunkirchen@X=7186507@Y=49344109@U=80@L=30011@",128
"Fliedner-Krankenhaus, Neunkirchen","A=1@O=Fliedner-Krankenhaus, Neunkirchen@X=7186651@Y=49348864@U=80@L=30037@",128
"Krebsbergweg, Neunkirchen","A=1@O=Krebsbergweg, Neunkirchen@X=7187262@Y=49343794@U=80@L=30096@",128
"Geistkircher Hof, Rohrbach St.Ingbert","A=1@O=Geistkircher Hof, Rohrbach St.Ingbert@X=7187469@Y=49276573@U=80@L=57630@",128
"Franzosenweg, Neunkirchen","A=1@O=Franzosenweg, Neunkirchen@X=7187721@Y=49315227@U=80@L=30097@",512
"Berufsschule, Neunkirchen","A=1@O=Berufsschule, Neunkirchen@X=7187820@Y=49347004@U=80@L=30012@",128
"Vogelschlagstr., Neunkirchen","A=1@O=Vogelschlagstr., Neunkirchen@X=7189006@Y=49338545@U=80@L=30070@",128
"Hüttensiedlung, Neunkirchen","A=1@O=Hüttensiedlung, Neunkirchen@X=7190283@Y=49331614@U=80@L=30033@",640
"Steinstr., Neunkirchen","A=1@O=Steinstr., Neunkirchen@X=7190687@Y=49337781@U=80@L=30046@",640
"Gymnasium, Neunkirchen","A=1@O=Gymnasium, Neunkirchen@X=7191209@Y=49344325@U=80@L=30014@",128
"Fernstr., Neunkirchen","A=1@O=Fernstr., Neunkirchen@X=7191442@Y=49348909@U=80@L=30026@",128
"Eisweiher, Neunkirchen","A=1@O=Eisweiher, Neunkirchen@X=7192683@Y=49349619@U=80@L=30025@",128
"Menschenhaus, Kohlhof Neunkirchen","A=1@O=Menschenhaus, Kohlhof Neunkirchen@X=7193357@Y=49307901@U=80@L=30017@",640
"Steinwald, Neunkirchen","A=1@O=Steinwald, Neunkirchen@X=7195955@Y=49340316@U=80@L=30047@",640
"Flotowstr., Neunkirchen","A=1@O=Flotowstr., Neunkirchen@X=7196000@Y=49349305@U=80@L=30027@",640
"Jahnstr., Neunkirchen","A=1@O=Jahnstr., Neunkirchen@X=7196287@Y=49348190@U=80@L=30035@",640
"Grundschule Steinwald, Neunkirchen","A=1@O=Grundschule Steinwald, Neunkirchen@X=7199667@Y=49345565@U=80@L=30090@",128
"Die Lakai (Kombibad), Neunkirchen","A=1@O=Die Lakai (Kombibad), Neunkirchen@X=7199820@Y=49327946@U=80@L=30036@",640
"Storchenplatz, Neunkirchen","A=1@O=Storchenplatz, Neunkirchen@X=7200881@Y=49343066@U=80@L=30048@",640
"Weidenweg, Neunkirchen","A=1@O=Weidenweg, Neunkirchen@X=7201384@Y=49340900@U=80@L=30071@",640
"Iltisweg, Neunkirchen","A=1@O=Iltisweg, Neunkirchen@X=7202733@Y=49348424@U=80@L=30034@",640
"Tiergartenweg, Neunkirchen","A=1@O=Tiergartenweg, Neunkirchen@X=7204782@Y=49341259@U=80@L=30051@",640
"Zoo, Neunkirchen","A=1@O=Zoo, Neunkirchen@X=7205124@Y=49345260@U=80@L=30054@",640
"Eschweilerhof, Kohlhof Neunkirchen","A=1@O=Eschweilerhof, Kohlhof Neunkirchen@X=7207731@Y=49301024@U=80@L=30018@",640
"Grüner Baum, Furpach Neunkirchen","A=1@O=Grüner Baum, Furpach Neunkirchen@X=7208036@Y=49323398@U=80@L=30202@",640
"Grube Krämer, Neunkirchen","A=1@O=Grube Krämer, Neunkirchen@X=7211147@Y=49349961@U=80@L=30030@",640
"Platt, Wellesweiler Neunkirchen","A=1@O=Platt, Wellesweiler Neunkirchen@X=7211488@Y=49342078@U=80@L=30108@",640
"Rosenstr., Wellesweiler Neunkirchen","A=1@O=Rosenstr., Wellesweiler Neunkirchen@X=7213133@Y=49343803@U=80@L=30117@",640
"Siedlung Waldland, Kirkel","A=1@O=Siedlung Waldland, Kirkel@X=7213196@Y=49279207@U=80@L=55708@",128
"Ewigkeit, Furpach Neunkirchen","A=1@O=Ewigkeit, Furpach Neunkirchen@X=7215569@Y=49322436@U=80@L=30201@",640
"Rauschenweg, Furpach Neunkirchen","A=1@O=Rauschenweg, Furpach Neunkirchen@X=7216423@Y=49326256@U=80@L=30209@",128
"Winterfloß, Wellesweiler Neunkirchen","A=1@O=Winterfloß, Wellesweiler Neunkirchen@X=7216810@Y=49345970@U=80@L=30119@",640
"Kohlhofweg, Furpach Neunkirchen","A=1@O=Kohlhofweg, Furpach Neunkirchen@X=7217071@Y=49322733@U=80@L=30210@",640
"Römertreppe, Wellesweiler Neunkirchen","A=1@O=Römertreppe, Wellesweiler Neunkirchen@X=7217196@Y=49344217@U=80@L=30106@",640
"Fabrikstr., Wellesweiler Neunkirchen","A=1@O=Fabrikstr., Wellesweiler Neunkirchen@X=7218113@Y=49348073@U=80@L=30112@",640
"Arno-Spengler-Platz, Furpach Neunkirchen","A=1@O=Arno-Spengler-Platz, Furpach Neunkirchen@X=7219821@Y=49324270@U=80@L=30213@",128
"Bildungszentrum, Kirkel","A=1@O=Bildungszentrum, Kirkel@X=7219839@Y=49287333@U=80@L=55701@",128
"Markt, Furpach Neunkirchen","A=1@O=Markt, Furpach Neunkirchen@X=7219866@Y=49324764@U=80@L=30211@",640
"Hagstr., Wellesweiler Neunkirchen","A=1@O=Hagstr., Wellesweiler Neunkirchen@X=7220567@Y=49348649@U=80@L=30113@",640
"Zentralfriedhof, Furpach Neunkirchen","A=1@O=Zentralfriedhof, Furpach Neunkirchen@X=7220702@Y=49320557@U=80@L=30206@",640
"Siegenthalstr., Wellesweiler Neunkirchen","A=1@O=Siegenthalstr., Wellesweiler Neunkirchen@X=7220819@Y=49344442@U=80@L=30118@",640
"Eifelstr., Wellesweiler Neunkirchen","A=1@O=Eifelstr., Wellesweiler Neunkirchen@X=7220936@Y=49347013@U=80@L=30103@",640
"Ludwigsthaler Str., Furpach Neunkirchen","A=1@O=Ludwigsthaler Str., Furpach Neunkirchen@X=7221116@Y=49325097@U=80@L=30212@",128
"Weiherdamm, Kirkel","A=1@O=Weiherdamm, Kirkel@X=7221179@Y=49281427@U=80@L=55719@",128
"Abzw Hirschbergsdlg., Wellesweiler Neunkirchen","A=1@O=Abzw Hirschbergsdlg., Wellesweiler Neunkirchen@X=7221188@Y=49343327@U=80@L=30110@",640
"Am Wäldchen, Furpach Neunkirchen","A=1@O=Am Wäldchen, Furpach Neunkirchen@X=7221484@Y=49322993@U=80@L=30207@",640
"Schule, Furpach Neunkirchen","A=1@O=Schule, Furpach Neunkirchen@X=7222140@Y=49324171@U=80@L=30204@",128
"Hirschbergsiedlung, Wellesweiler Neunkirchen","A=1@O=Hirschbergsiedlung, Wellesweiler Neunkirchen@X=7222428@Y=49341907@U=80@L=30115@",640
"E-Center, Wellesweiler Neunkirchen","A=1@O=E-Center, Wellesweiler Neunkirchen@X=7222572@Y=49349619@U=80@L=30107@",640
"Kreuzung, Ludwigsthal Neunkirchen","A=1@O=Kreuzung, Ludwigsthal Neunkirchen@X=7223066@Y=49330895@U=80@L=30601@",640
"Zum Maltitz, Furpach Neunkirchen","A=1@O=Zum Maltitz, Furpach Neunkirchen@X=7223624@Y=49323964@U=80@L=30208@",640
"Bliesbrücke, Wellesweiler Neunkirchen","A=1@O=Bliesbrücke, Wellesweiler Neunkirchen@X=7224280@Y=49348586@U=80@L=30102@",640
"Birkum, Ludwigsthal Neunkirchen","A=1@O=Birkum, Ludwigsthal Neunkirchen@X=7224469@Y=49329520@U=80@L=30603@",128
Kirkel,A=1@O=Kirkel@X=7225727@Y=49285994@U=80@L=8003294@,8
"Kaiserstr., Kirkel","A=1@O=Kaiserstr., Kirkel@X=7225844@Y=49284376@U=80@L=55702@",136
"Schule, Wellesweiler Neunkirchen","A=1@O=Schule, Wellesweiler Neunkirchen@X=7225853@Y=49347894@U=80@L=30124@",128
"Schwimmbad, Kirkel","A=1@O=Schwimmbad, Kirkel@X=7226114@Y=49281661@U=80@L=55711@",128
"Bahnhof, Kirkel","A=1@O=Bahnhof, Kirkel@X=7226473@Y=49286030@U=80@L=55700@",128
"Sebachstr., Furpach Neunkirchen","A=1@O=Sebachstr., Furpach Neunkirchen@X=7226833@Y=49324962@U=80@L=30205@",640
Neunkirchen (Saar)-Wellesweiler,A=1@O=Neunkirchen (Saar)-Wellesweiler@X=7226833@Y=49349539@U=80@L=8004312@,8
"Bahnhof, Wellesweiler Neunkirchen","A=1@O=Bahnhof, Wellesweiler Neunkirchen@X=7227246@Y=49349368@U=80@L=30100@",648
"Marienhausklinik, Kohlhof Neunkirchen","A=1@O=Marienhausklinik, Kohlhof Neunkirchen@X=7227642@Y=49319335@U=80@L=30405@",640
"Mitte, Ludwigsthal Neunkirchen","A=1@O=Mitte, Ludwigsthal Neunkirchen@X=7228613@Y=49330230@U=80@L=30602@",640
"Matzenhügel, Ludwigsthal Neunkirchen","A=1@O=Matzenhügel, Ludwigsthal Neunkirchen@X=7228972@Y=49329088@U=80@L=30605@",128
"Hirtenstr., Wellesweiler Neunkirchen","A=1@O=Hirtenstr., Wellesweiler Neunkirchen@X=7229116@Y=49349404@U=80@L=30132@",128
"Rohrbacher Weg, Kirkel","A=1@O=Rohrbacher Weg, Kirkel@X=7229269@Y=49280052@U=80@L=55712@",128
"Musikschule, Kirkel","A=1@O=Musikschule, Kirkel@X=7230348@Y=49284825@U=80@L=55717@",128
"ZF, Wellesweiler Neunkirchen","A=1@O=ZF, Wellesweiler Neunkirchen@X=7231408@Y=49347471@U=80@L=30128@",128
"Haberdell, Kohlhof Neunkirchen","A=1@O=Haberdell, Kohlhof Neunkirchen@X=7231975@Y=49318607@U=80@L=30404@",640
"Brückweiherhof, Kohlhof Neunkirchen","A=1@O=Brückweiherhof, Kohlhof Neunkirchen@X=7232145@Y=49319712@U=80@L=30410@",128
"Goethestr., Kirkel","A=1@O=Goethestr., Kirkel@X=7232963@Y=49283342@U=80@L=55716@",128
"Heidenhübel, Wellesweiler Neunkirchen","A=1@O=Heidenhübel, Wellesweiler Neunkirchen@X=7233251@Y=49349790@U=80@L=30114@",640
"Hirschberghalle, Ludwigsthal Neunkirchen","A=1@O=Hirschberghalle, Ludwigsthal Neunkirchen@X=7233754@Y=49326589@U=80@L=30604@",640
"Blieskasteler Str., Kirkel","A=1@O=Blieskasteler Str., Kirkel@X=7233844@Y=49278596@U=80@L=55704@",128
"Neugartenweg, Kirkel","A=1@O=Neugartenweg, Kirkel@X=7234375@Y=49288115@U=80@L=55706@",128
"Am Mühlweiher, Kirkel","A=1@O=Am Mühlweiher, Kirkel@X=7234599@Y=49280142@U=80@L=55713@",128
"Am Ochsenwald,  Wellesweiler Neunkirchen","A=1@O=Am Ochsenwald,  Wellesweiler Neunkirchen@X=7235166@Y=49342887@U=80@L=30134@",128
"Ortsmitte, Kirkel","A=1@O=Ortsmitte, Kirkel@X=7235687@Y=49283675@U=80@L=55703@",128
"Im Langental, Wellesweiler Neunkirchen","A=1@O=Im Langental, Wellesweiler Neunkirchen@X=7236451@Y=49348064@U=80@L=30133@",128
"Kohlroterweg, Kirkel","A=1@O=Kohlroterweg, Kirkel@X=7238159@Y=49287612@U=80@L=55707@",128
"Stockfeld, Kohlhof Neunkirchen","A=1@O=Stockfeld, Kohlhof Neunkirchen@X=7238366@Y=49323757@U=80@L=30407@",640
"Denkmal, Kohlhof Neunkirchen","A=1@O=Denkmal, Kohlhof Neunkirchen@X=7238555@Y=49321160@U=80@L=30403@",640
"Zum Naturfreundehaus, Kirkel","A=1@O=Zum Naturfreundehaus, Kirkel@X=7239472@Y=49290434@U=80@L=55710@",128
"Volksbank, Kohlhof Neunkirchen","A=1@O=Volksbank, Kohlhof Neunkirchen@X=7240577@Y=49321924@U=80@L=30409@",640
"Torhausweg, Kohlhof Neunkirchen","A=1@O=Torhausweg, Kohlhof Neunkirchen@X=7241575@Y=49317213@U=80@L=30408@",640
"Niederbexbacher Str., Kohlhof Neunkirchen","A=1@O=Niederbexbacher Str., Kohlhof Neunkirchen@X=7244272@Y=49323722@U=80@L=30411@",128
"Bahnhof, Niederlinxweiler St.Wendel","A=1@O=Bahnhof, Niederlinxweiler St.Wendel@X=7160250@Y=49433111@U=80@L=60807@",136
Niederlinxweiler,A=1@O=Niederlinxweiler@X=7160699@Y=49432203@U=80@L=8004392@,8
"Annaschacht unten, Wiebelskirchen Neunkirchen","A=1@O=Annaschacht unten, Wiebelskirchen Neunkirchen@X=7160834@Y=49370510@U=80@L=30705@",640
"Schule Lehbesch, Ottweiler","A=1@O=Schule Lehbesch, Ottweiler@X=7160960@Y=49408975@U=80@L=33821@",128
"Ottweilerstr., Niederlinxweiler St.Wendel","A=1@O=Ottweilerstr., Niederlinxweiler St.Wendel@X=7161095@Y=49429947@U=80@L=60810@",128
"Bergstr., Ottweiler","A=1@O=Bergstr., Ottweiler@X=7161436@Y=49400570@U=80@L=33838@",128
"Rathaus, Ottweiler","A=1@O=Rathaus, Ottweiler@X=7161760@Y=49405955@U=80@L=33828@",128
"Schiffweilerstr., Ottweiler","A=1@O=Schiffweilerstr., Ottweiler@X=7161967@Y=49397442@U=80@L=33867@",128
"Schlosshof, Ottweiler","A=1@O=Schlosshof, Ottweiler@X=7162209@Y=49403986@U=80@L=33809@",128
"Wilhelm-Heinrich-Str., Ottweiler","A=1@O=Wilhelm-Heinrich-Str., Ottweiler@X=7162461@Y=49401937@U=80@L=33873@",128
"Schulmuseum, Ottweiler","A=1@O=Schulmuseum, Ottweiler@X=7162857@Y=49405433@U=80@L=33857@",128
"Seminarstr., Ottweiler","A=1@O=Seminarstr., Ottweiler@X=7164079@Y=49398790@U=80@L=33869@",128
"St.Rémy-Brücke, Ottweiler","A=1@O=St.Rémy-Brücke, Ottweiler@X=7164088@Y=49403483@U=80@L=33830@",128
"Tränkenweg, Wiebelskirchen Neunkirchen","A=1@O=Tränkenweg, Wiebelskirchen Neunkirchen@X=7164394@Y=49373099@U=80@L=30719@",640
"Hölderlinstr., Ottweiler","A=1@O=Hölderlinstr., Ottweiler@X=7164897@Y=49408768@U=80@L=33856@",128
"Turnerdenkmal, Ottweiler","A=1@O=Turnerdenkmal, Ottweiler@X=7165320@Y=49401316@U=80@L=33824@",128
"Friedrichslust, Ottweiler","A=1@O=Friedrichslust, Ottweiler@X=7165526@Y=49399474@U=80@L=33831@",128
"Abzw Ziegelhütte, Ottweiler","A=1@O=Abzw Ziegelhütte, Ottweiler@X=7165607@Y=49407744@U=80@L=33812@",128
"Bahnhof, Ottweiler","A=1@O=Bahnhof, Ottweiler@X=7165940@Y=49402988@U=80@L=33800@",136
"Im Neuweiher, Ottweiler","A=1@O=Im Neuweiher, Ottweiler@X=7165976@Y=49398179@U=80@L=33859@",128
"Theodor-Heuss-Weg, Ottweiler","A=1@O=Theodor-Heuss-Weg, Ottweiler@X=7166084@Y=49413047@U=80@L=33872@",128
Ottweiler (Saar),A=1@O=Ottweiler (Saar)@X=7166138@Y=49402332@U=80@L=8000875@,8
"Johannes-Gutenberg-Str., Ottweiler","A=1@O=Johannes-Gutenberg-Str., Ottweiler@X=7166183@Y=49398925@U=80@L=33861@",128
"Abzw Annaschacht, Wiebelskirchen Neunkirchen","A=1@O=Abzw Annaschacht, Wiebelskirchen Neunkirchen@X=7166407@Y=49371391@U=80@L=30721@",640
"Ostertalbahn, Ottweiler","A=1@O=Ostertalbahn, Ottweiler@X=7166641@Y=49402683@U=80@L=33803@",128
"Krankenhaus, Ottweiler","A=1@O=Krankenhaus, Ottweiler@X=7167441@Y=49402098@U=80@L=33818@",128
"Schützenhaus, Wiebelskirchen Neunkirchen","A=1@O=Schützenhaus, Wiebelskirchen Neunkirchen@X=7167693@Y=49375365@U=80@L=30724@",640
"Kurt-Schumacher-Weg, Ottweiler","A=1@O=Kurt-Schumacher-Weg, Ottweiler@X=7167962@Y=49413299@U=80@L=33862@",128
"Am Ziegelberg, Ottweiler","A=1@O=Am Ziegelberg, Ottweiler@X=7167998@Y=49411942@U=80@L=33837@",128
"Am Mühlenberg, Ottweiler","A=1@O=Am Mühlenberg, Ottweiler@X=7168556@Y=49398916@U=80@L=33813@",128
"Heerstr., Ottweiler","A=1@O=Heerstr., Ottweiler@X=7168951@Y=49408948@U=80@L=33851@",128
"Mühlstr., Ottweiler","A=1@O=Mühlstr., Ottweiler@X=7169284@Y=49411187@U=80@L=33865@",128
"Klosterstr., Ottweiler","A=1@O=Klosterstr., Ottweiler@X=7169473@Y=49402719@U=80@L=33817@",128
"Spitalstr., Ottweiler","A=1@O=Spitalstr., Ottweiler@X=7169634@Y=49401496@U=80@L=33885@",128
"Im Hof, Ottweiler","A=1@O=Im Hof, Ottweiler@X=7169877@Y=49404031@U=80@L=33825@",128
"Steinbacher Str., Ottweiler","A=1@O=Steinbacher Str., Ottweiler@X=7170138@Y=49402934@U=80@L=33870@",128
"Labenacker, Wiebelskirchen Neunkirchen","A=1@O=Labenacker, Wiebelskirchen Neunkirchen@X=7170399@Y=49374951@U=80@L=30711@",640
"Saarbrücker Str., Ottweiler","A=1@O=Saarbrücker Str., Ottweiler@X=7170794@Y=49396255@U=80@L=33884@",128
"Rotenberg, Wiebelskirchen Neunkirchen","A=1@O=Rotenberg, Wiebelskirchen Neunkirchen@X=7171235@Y=49369135@U=80@L=30717@",640
"Feldstr., Ottweiler","A=1@O=Feldstr., Ottweiler@X=7171450@Y=49400858@U=80@L=33882@",128
"Am Weizenacker, Ottweiler","A=1@O=Am Weizenacker, Ottweiler@X=7171711@Y=49398278@U=80@L=33814@",128
"Etzwies, Ottweiler","A=1@O=Etzwies, Ottweiler@X=7171891@Y=49394889@U=80@L=33820@",128
"Lange Gärten, Ottweiler","A=1@O=Lange Gärten, Ottweiler@X=7172080@Y=49407654@U=80@L=33802@",128
"Am Wingertsbach, Ottweiler","A=1@O=Am Wingertsbach, Ottweiler@X=7172367@Y=49410863@U=80@L=33883@",128
"Schule Betzelbach, Ottweiler","A=1@O=Schule Betzelbach, Ottweiler@X=7172502@Y=49403914@U=80@L=33868@",128
"Käthe-Kollwitz-Str., Wiebelskirchen Neunkirchen","A=1@O=Käthe-Kollwitz-Str., Wiebelskirchen Neunkirchen@X=7173149@Y=49369719@U=80@L=30710@",640
"Gasstr., Neunkirchen","A=1@O=Gasstr., Neunkirchen@X=7173446@Y=49351085@U=80@L=30094@",128
"Friedhof, Wiebelskirchen Neunkirchen","A=1@O=Friedhof, Wiebelskirchen Neunkirchen@X=7173680@Y=49374888@U=80@L=30706@",640
"Hochstr., Ottweiler","A=1@O=Hochstr., Ottweiler@X=7173868@Y=49402009@U=80@L=33854@",128
